"Station Group","Trip ID","Date","Station ID","Depth","Cond","pH","TSS_flg","TSS","TDS_flg","TDS","Ca_flg","Ca","Mg_flg","Mg","Na_flg","Na","K_flg","K","Cl_flg","Cl","SO4_flg","SO4","CO3_flg","CO3","HCO3_flg","HCO3","Alkalinity_flg","Alkalinity"
"LPSJR193","LP730611",6/13/1973 8:50:00,"SCUCLP15",0.40,532.00,8.50,,,,358.00,,54.70,,15.19,,33.56,,3.12,,12.76,,145.06,,10.50,,109.83,,
"LPSJR193","LP730611",6/13/1973 8:50:00,"SCUCLP15",38.20,902.00,8.00,,,,641.00,,82.56,,23.81,,77.24,,3.91,,29.43,,303.56,,0.00,,163.53,,
"LPSJR193","LP730611",6/13/1973 8:50:00,"SCUCLP15",53.50,978.00,8.00,,,,706.00,,88.17,,24.79,,83.68,,3.91,,32.26,,311.25,,0.00,,172.68,,
"LPCR0024","LP730717",7/17/1973 11:55:00,"SCUCLP12",104.10,980.00,7.80,,,,666.00,,81.75,,27.22,,83.68,,3.91,,58.50,,284.35,,0.00,,173.29,,
"LPCR0024","LP730717",7/17/1973 11:55:00,"SCUCLP12",119.30,977.00,7.80,,,,672.00,,81.75,,27.22,,86.44,,3.91,,59.21,,286.27,,0.00,,178.17,,
"LPCR0024","LP730717",7/17/1973 11:55:00,"SCUCLP12",88.80,966.00,7.80,,,,662.00,,82.56,,27.70,,82.76,,3.91,,58.50,,284.35,,0.00,,170.24,,
"LPCR0024","LP730717",7/17/1973 11:55:00,"SCUCLP12",73.60,947.00,7.80,,,,648.00,,81.75,,26.24,,80.00,,4.30,,54.24,,284.35,,0.00,,165.97,,
"LPCR0024","LP730717",7/17/1973 11:55:00,"SCUCLP12",58.30,881.00,7.80,,,,603.00,,74.54,,24.06,,75.86,,3.91,,46.44,,255.53,,0.00,,158.03,,
"LPCR0024","LP730717",7/17/1973 11:55:00,"SCUCLP12",0.40,867.00,8.00,,,,603.00,,68.13,,25.27,,78.16,,3.91,,49.99,,244.96,,0.00,,148.88,,
"LPCR0024","LP730717",7/17/1973 11:55:00,"SCUCLP12",134.50,976.00,7.80,,,,672.00,,80.95,,27.22,,85.52,,3.91,,60.62,,268.98,,0.00,,176.34,,
"LPCR0024","LP730717",7/17/1973 11:55:00,"SCUCLP12",12.60,738.00,7.80,,,,505.00,,62.92,,21.63,,61.61,,3.51,,35.10,,195.01,,0.00,,151.32,,
"LPCR0024","LP730717",7/17/1973 11:55:00,"SCUCLP12",27.90,781.00,7.60,,,,523.00,,65.32,,22.36,,63.91,,3.51,,41.48,,209.42,,0.00,,151.32,,
"LPCR0024","LP730717",7/17/1973 11:55:00,"SCUCLP12",140.60,985.00,7.80,,,,673.00,,81.75,,27.70,,86.44,,3.91,,61.33,,284.35,,0.00,,175.73,,
"LPCR0024","LP730717",7/17/1973 11:55:00,"SCUCLP12",43.10,856.00,7.80,,,,581.00,,71.33,,23.81,,72.64,,3.51,,48.57,,243.04,,0.00,,153.76,,
"LPCR0453","LP730717",7/18/1973 7:45:00,"SCUCLP13",104.10,980.00,7.80,,,,675.00,,83.36,,27.22,,86.44,,3.91,,58.50,,276.66,,0.00,,171.46,,
"LPCR0453","LP730717",7/18/1973 7:45:00,"SCUCLP13",27.90,682.00,7.50,,,,446.00,,58.11,,20.17,,55.17,,3.12,,31.55,,172.91,,0.00,,146.44,,
"LPCR0453","LP730717",7/18/1973 7:45:00,"SCUCLP13",12.60,560.00,7.90,,,,367.00,,51.09,,16.77,,40.92,,2.73,,21.98,,134.97,,0.00,,135.46,,
"LPCR0453","LP730717",7/18/1973 7:45:00,"SCUCLP13",43.10,870.00,7.70,,,,605.00,,73.74,,24.54,,76.32,,3.91,,45.02,,247.84,,0.00,,156.20,,
"LPCR0453","LP730717",7/18/1973 7:45:00,"SCUCLP13",134.60,1010.00,7.70,,,,697.00,,82.56,,28.68,,91.95,,3.91,,64.17,,297.80,,0.00,,180.00,,
"LPCR0453","LP730717",7/18/1973 7:45:00,"SCUCLP13",0.50,789.00,8.20,,,,524.00,,65.72,,23.09,,67.59,,3.51,,40.77,,219.99,,0.00,,148.88,,
"LPCR0453","LP730717",7/18/1973 7:45:00,"SCUCLP13",88.80,966.00,7.70,,,,668.00,,81.75,,27.22,,86.44,,3.91,,58.50,,274.74,,0.00,,170.85,,
"LPCR0453","LP730717",7/18/1973 7:45:00,"SCUCLP13",119.30,998.00,7.80,,,,686.00,,82.56,,28.19,,90.12,,3.91,,62.75,,272.82,,0.00,,173.90,,
"LPCR0453","LP730717",7/18/1973 7:45:00,"SCUCLP13",58.40,908.00,7.60,,,,623.00,,77.75,,23.81,,78.16,,3.51,,43.61,,257.45,,0.00,,158.64,,
"LPCR0453","LP730717",7/18/1973 7:45:00,"SCUCLP13",73.60,949.00,7.80,,,,651.00,,80.95,,27.22,,83.68,,3.91,,54.95,,280.51,,0.00,,164.75,,
"LPCR0905","LP730717",7/18/1973 12:00:00,"SCUCLP14",104.10,991.00,7.90,,,,684.00,,83.36,,28.19,,90.12,,3.91,,59.21,,280.51,,0.00,,176.34,,
"LPCR0905","LP730717",7/18/1973 12:00:00,"SCUCLP14",88.80,966.00,7.90,,,,669.00,,81.75,,27.22,,85.52,,3.91,,57.08,,278.58,,0.00,,171.46,,
"LPCR0905","LP730717",7/18/1973 12:00:00,"SCUCLP14",0.50,532.00,8.20,,,,348.00,,50.29,,15.67,,35.17,,2.73,,17.37,,135.45,,0.00,,126.92,,
"LPCR0905","LP730717",7/18/1973 12:00:00,"SCUCLP14",117.80,1030.00,7.90,,,,714.00,,84.16,,29.16,,94.71,,3.91,,65.59,,282.43,,0.00,,178.78,,
"LPCR0905","LP730717",7/18/1973 12:00:00,"SCUCLP14",27.90,572.00,7.70,,,,380.00,,51.09,,17.37,,42.53,,2.73,,24.11,,138.81,,0.00,,136.68,,
"LPCR0905","LP730717",7/18/1973 12:00:00,"SCUCLP14",43.10,893.00,7.90,,,,622.00,,74.14,,25.27,,77.70,,3.91,,47.86,,250.73,,0.00,,159.86,,
"LPCR0905","LP730717",7/18/1973 12:00:00,"SCUCLP14",58.40,902.00,7.80,,,,617.00,,78.55,,23.81,,78.16,,3.51,,43.61,,265.14,,0.00,,159.25,,
"LPCR0905","LP730717",7/18/1973 12:00:00,"SCUCLP14",12.60,476.00,7.60,,,,325.00,,44.68,,14.46,,31.72,,2.34,,15.95,,106.63,,0.00,,125.69,,
"LPCR0905","LP730717",7/18/1973 12:00:00,"SCUCLP14",73.60,940.00,8.00,,,,651.00,,80.95,,26.24,,84.60,,3.91,,50.70,,276.66,,0.00,,168.41,,
"LPSJR193","LP730717",7/18/1973 13:00:00,"SCUCLP15",58.40,986.00,7.90,,,,707.00,,90.57,,26.24,,85.52,,3.91,,33.68,,317.01,,0.00,,171.46,,
"LPSJR193","LP730717",7/18/1973 13:00:00,"SCUCLP15",84.30,972.00,7.80,,,,686.00,,84.96,,26.73,,84.60,,3.91,,50.70,,292.03,,0.00,,176.34,,
"LPSJR193","LP730717",7/18/1973 13:00:00,"SCUCLP15",0.50,444.00,8.30,,,,291.00,,44.08,,12.27,,26.89,,2.34,,8.86,,116.24,,2.70,,94.58,,
"LPSJR193","LP730717",7/18/1973 13:00:00,"SCUCLP15",12.60,408.00,7.90,,,,272.00,,44.88,,10.33,,21.61,,2.34,,8.51,,95.58,,0.00,,108.61,,
"LPSJR193","LP730717",7/18/1973 13:00:00,"SCUCLP15",43.10,891.00,7.90,,,,640.00,,81.75,,24.30,,74.48,,3.91,,30.13,,288.19,,0.00,,160.47,,
"LPSJR193","LP730717",7/18/1973 13:00:00,"SCUCLP15",73.60,963.00,7.80,,,,680.00,,85.76,,25.76,,83.68,,3.91,,42.90,,301.64,,0.00,,173.29,,
"LPSJR193","LP730717",7/18/1973 13:00:00,"SCUCLP15",27.90,637.00,7.80,,,,428.00,,56.10,,18.47,,48.27,,3.12,,26.59,,169.07,,0.00,,143.39,,
"LPCR2387","LP730717",7/19/1973 9:40:00,"SCUCLP18",49.30,1130.00,7.80,,,,778.00,,84.16,,33.05,,108.51,,4.69,,76.58,,320.85,,0.00,,203.19,,
"LPCR2387","LP730717",7/19/1973 9:40:00,"SCUCLP18",28.00,447.00,7.80,,,,297.00,,41.88,,13.00,,29.19,,2.34,,15.95,,100.39,,0.00,,114.71,,
"LPCR2387","LP730717",7/19/1973 9:40:00,"SCUCLP18",43.20,1100.00,7.80,,,,767.00,,82.56,,32.56,,106.67,,4.69,,73.03,,305.48,,0.00,,197.69,,
"LPCR2387","LP730717",7/19/1973 9:40:00,"SCUCLP18",0.50,599.00,8.00,,,,399.00,,53.30,,16.28,,43.22,,2.73,,31.91,,146.02,,0.00,,126.30,,
"LPCR2387","LP730717",7/19/1973 9:40:00,"SCUCLP18",12.70,618.00,8.00,,,,419.00,,55.30,,16.77,,46.43,,2.73,,34.39,,158.50,,0.00,,125.69,,
"LPCR1692","LP730717",7/19/1973 14:40:00,"SCUCLP17",0.50,489.00,8.20,,,,322.00,,44.68,,14.09,,32.18,,2.34,,19.14,,110.95,,0.00,,122.03,,
"LPCR1692","LP730717",7/19/1973 14:40:00,"SCUCLP17",12.70,468.00,7.70,,,,324.00,,44.68,,13.97,,30.80,,2.34,,19.50,,109.99,,0.00,,118.37,,
"LPCR1692","LP730717",7/19/1973 14:40:00,"SCUCLP17",28.00,509.00,7.70,,,,346.00,,46.49,,14.94,,33.79,,2.34,,19.85,,115.76,,0.00,,128.75,,
"LPCR1692","LP730717",7/19/1973 14:40:00,"SCUCLP17",43.20,933.00,7.80,,,,654.00,,80.95,,26.24,,82.76,,3.91,,51.41,,272.82,,0.00,,164.14,,
"LPCR1692","LP730717",7/19/1973 14:40:00,"SCUCLP17",58.40,990.00,7.80,,,,694.00,,82.56,,27.70,,89.20,,4.30,,61.33,,286.27,,0.00,,174.51,,
"LPCR1692","LP730717",7/19/1973 14:40:00,"SCUCLP17",73.70,1040.00,7.90,,,,728.00,,82.56,,29.65,,96.55,,4.30,,68.07,,290.11,,0.00,,183.66,,
"LPCR1692","LP730717",7/19/1973 14:40:00,"SCUCLP17",84.30,1110.00,7.80,,,,771.00,,84.96,,31.59,,104.83,,4.69,,74.45,,307.40,,0.00,,189.15,,
"LPCR1169","LP730717",7/20/1973 7:15:00,"SCUCLP16",28.00,676.00,7.80,,,,445.00,,56.91,,19.93,,54.71,,3.51,,32.97,,170.03,,0.00,,148.88,,
"LPCR1169","LP730717",7/20/1973 7:15:00,"SCUCLP16",43.30,897.00,7.80,,,,615.00,,74.94,,25.03,,80.00,,3.91,,48.57,,252.65,,0.00,,160.47,,
"LPCR1169","LP730717",7/20/1973 7:15:00,"SCUCLP16",0.60,511.00,8.30,,,,334.00,,46.49,,15.55,,36.32,,2.73,,21.27,,120.08,,14.40,,103.12,,
"LPCR1169","LP730717",7/20/1973 7:15:00,"SCUCLP16",93.60,1010.00,7.80,,,,704.00,,80.95,,28.68,,92.87,,4.30,,64.17,,284.35,,0.00,,178.17,,
"LPCR1169","LP730717",7/20/1973 7:15:00,"SCUCLP16",73.80,1010.00,7.80,,,,678.00,,80.95,,28.19,,92.87,,4.30,,61.33,,280.51,,0.00,,173.90,,
"LPCR1169","LP730717",7/20/1973 7:15:00,"SCUCLP16",89.00,1010.00,7.80,,,,697.00,,81.75,,29.16,,92.87,,4.69,,64.17,,278.58,,0.00,,178.17,,
"LPCR1169","LP730717",7/20/1973 7:15:00,"SCUCLP16",12.80,476.00,7.90,,,,304.00,,44.08,,14.34,,32.18,,2.34,,17.73,,110.47,,0.00,,125.08,,
"LPCR1169","LP730717",7/20/1973 7:15:00,"SCUCLP16",58.50,947.00,7.80,,,,650.00,,79.35,,26.24,,86.44,,4.30,,54.24,,274.74,,0.00,,165.97,,
"LPCR0024","LP730717",7/20/1973 15:00:00,"SCUCLP11",0.00,891.00,7.90,,,,611.00,,76.14,,24.79,,76.32,,3.91,,49.99,,263.21,,0.00,,158.64,,
"LPCR2387","LP730808",8/8/1973 7:15:00,"SCUCLP18",0.40,704.00,8.20,,,,472.00,,62.52,,19.20,,56.55,,3.51,,35.81,,186.36,,0.00,,139.12,,
"LPCR2387","LP730808",8/8/1973 7:15:00,"SCUCLP18",48.60,1100.00,8.50,,,,768.00,,85.76,,31.11,,113.11,,4.69,,75.51,,307.40,,21.60,,185.49,,
"LPCR2387","LP730808",8/8/1973 7:15:00,"SCUCLP18",44.00,1020.00,8.30,,,,706.00,,79.35,,29.16,,101.15,,4.69,,68.42,,293.95,,17.40,,154.37,,
"LPCR2387","LP730808",8/8/1973 7:15:00,"SCUCLP18",13.50,870.00,8.50,,,,600.00,,78.15,,24.30,,76.78,,3.91,,54.95,,241.12,,12.60,,137.29,,
"LPCR2387","LP730808",8/8/1973 7:15:00,"SCUCLP18",28.80,466.00,8.00,,,,294.00,,43.48,,13.24,,31.95,,2.34,,17.73,,107.11,,0.00,,119.59,,
"LPCR1692","LP730808",8/8/1973 15:00:00,"SCUCLP17",28.80,509.00,8.50,,,,328.00,,46.89,,15.19,,34.71,,2.34,,20.56,,117.20,,6.60,,118.37,,
"LPCR1692","LP730808",8/8/1973 15:00:00,"SCUCLP17",0.40,492.00,8.40,,,,318.00,,45.08,,14.09,,34.48,,2.34,,21.27,,116.24,,4.80,,111.66,,
"LPCR1692","LP730808",8/8/1973 15:00:00,"SCUCLP17",85.20,1080.00,8.20,,,,717.00,,78.55,,30.13,,107.59,,4.69,,74.10,,303.56,,0.00,,177.56,,
"LPCR1692","LP730808",8/8/1973 15:00:00,"SCUCLP17",59.30,978.00,8.20,,,,668.00,,79.35,,26.73,,88.28,,4.30,,59.21,,276.66,,0.00,,174.51,,
"LPCR1692","LP730808",8/8/1973 15:00:00,"SCUCLP17",74.50,1050.00,8.20,,,,723.00,,81.75,,28.68,,101.15,,4.30,,69.84,,290.11,,0.00,,185.49,,
"LPCR1692","LP730808",8/8/1973 15:00:00,"SCUCLP17",13.50,580.00,8.50,,,,382.00,,53.70,,16.28,,42.30,,2.73,,28.36,,150.82,,4.20,,118.98,,
"LPCR1692","LP730808",8/8/1973 15:00:00,"SCUCLP17",44.00,876.00,8.20,,,,601.00,,74.54,,24.06,,75.86,,3.91,,45.02,,249.77,,0.00,,162.91,,
"LPCR1169","LP730808",8/9/1973 10:20:00,"SCUCLP16",28.80,676.00,8.40,,,,450.00,,57.71,,18.95,,52.87,,5.47,,32.62,,170.03,,8.10,,126.92,,
"LPCR1169","LP730808",8/9/1973 10:20:00,"SCUCLP16",0.50,499.00,8.10,,,,322.00,,44.88,,15.19,,35.17,,2.73,,19.85,,118.16,,0.00,,121.42,,
"LPCR1169","LP730808",8/9/1973 10:20:00,"SCUCLP16",74.50,968.00,8.50,,,,667.00,,80.95,,26.73,,86.44,,4.30,,60.62,,282.43,,17.70,,138.51,,
"LPCR1169","LP730808",8/9/1973 10:20:00,"SCUCLP16",59.30,919.00,8.50,,,,634.00,,76.95,,25.27,,82.76,,4.30,,52.82,,270.90,,14.10,,133.02,,
"LPCR1169","LP730808",8/9/1973 10:20:00,"SCUCLP16",13.60,473.00,8.50,,,,309.00,,45.48,,13.97,,31.95,,2.34,,18.79,,107.11,,6.00,,114.10,,
"LPCR1169","LP730808",8/9/1973 10:20:00,"SCUCLP16",94.30,1010.00,8.60,,,,700.00,,82.56,,33.05,,93.79,,4.30,,64.17,,282.43,,17.10,,147.66,,
"LPCR1169","LP730808",8/9/1973 10:20:00,"SCUCLP16",44.00,870.00,8.50,,,,598.00,,74.54,,24.54,,74.48,,3.91,,45.73,,244.96,,9.60,,142.78,,
"LPCR1169","LP730808",8/9/1973 10:20:00,"SCUCLP16",89.80,1000.00,8.50,,,,689.00,,80.95,,27.70,,92.87,,4.30,,64.17,,278.58,,15.60,,146.44,,
"LPCR0905","LP730808",8/9/1973 11:20:00,"SCUCLP14",0.50,518.00,8.30,,,,334.00,,49.29,,15.31,,36.78,,2.73,,19.50,,127.28,,2.70,,120.81,,
"LPCR0905","LP730808",8/9/1973 11:20:00,"SCUCLP14",89.80,965.00,8.00,,,,663.00,,82.56,,26.24,,87.36,,4.30,,59.21,,276.66,,0.00,,176.34,,
"LPCR0905","LP730808",8/9/1973 11:20:00,"SCUCLP14",115.70,1010.00,8.40,,,,707.00,,83.36,,28.68,,94.71,,4.69,,66.30,,286.27,,15.00,,151.93,,
"LPCR0905","LP730808",8/9/1973 11:20:00,"SCUCLP14",105.00,1000.00,8.10,,,,691.00,,81.75,,27.70,,93.79,,4.69,,64.17,,280.51,,0.00,,181.22,,
"LPCR0905","LP730808",8/9/1973 11:20:00,"SCUCLP14",74.50,925.00,8.30,,,,638.00,,76.95,,25.76,,82.76,,4.30,,52.12,,268.98,,15.30,,121.42,,
"LPCR0905","LP730808",8/9/1973 11:20:00,"SCUCLP14",44.00,878.00,8.00,,,,594.00,,75.34,,24.30,,76.32,,4.30,,47.15,,251.69,,0.00,,159.86,,
"LPCR0905","LP730808",8/9/1973 11:20:00,"SCUCLP14",13.60,458.00,8.00,,,,296.00,,46.09,,13.24,,29.88,,2.34,,15.60,,108.55,,0.00,,123.86,,
"LPCR0905","LP730808",8/9/1973 11:20:00,"SCUCLP14",59.30,913.00,7.90,,,,629.00,,80.95,,24.79,,80.92,,4.30,,45.02,,276.66,,0.00,,164.75,,
"LPCR0905","LP730808",8/9/1973 11:20:00,"SCUCLP14",28.80,580.00,8.20,,,,381.00,,52.10,,17.01,,43.22,,3.12,,24.82,,140.25,,0.00,,139.73,,
"LPSJR193","LP730808",8/9/1973 13:05:00,"SCUCLP15",28.80,611.00,8.50,,,,406.00,,58.91,,17.74,,45.52,,3.12,,24.11,,160.43,,9.00,,125.08,,
"LPSJR193","LP730808",8/9/1973 13:05:00,"SCUCLP15",59.30,959.00,8.50,,,,671.00,,86.56,,25.76,,87.36,,3.12,,35.81,,317.01,,12.60,,134.85,,
"LPSJR193","LP730808",8/9/1973 13:05:00,"SCUCLP15",44.00,884.00,8.50,,,,614.00,,82.56,,24.30,,73.56,,3.91,,31.55,,279.55,,12.60,,140.95,,
"LPSJR193","LP730808",8/9/1973 13:05:00,"SCUCLP15",0.50,407.00,8.40,,,,267.00,,41.88,,11.30,,25.28,,2.34,,8.51,,109.51,,3.30,,93.36,,
"LPSJR193","LP730808",8/9/1973 13:05:00,"SCUCLP15",13.60,391.00,8.00,,,,255.00,,45.08,,9.35,,22.30,,2.34,,7.45,,96.06,,0.00,,108.00,,
"LPSJR193","LP730808",8/9/1973 13:05:00,"SCUCLP15",86.70,972.00,8.40,,,,663.00,,85.76,,27.22,,88.28,,4.69,,55.66,,282.43,,12.00,,153.76,,
"LPSJR193","LP730808",8/9/1973 13:05:00,"SCUCLP15",74.50,950.00,8.40,,,,661.00,,82.56,,25.76,,88.28,,3.12,,49.28,,297.80,,12.90,,135.46,,
"LPCR0024","LP730808",8/13/1973 9:30:00,"SCUCLP12",74.60,940.00,8.20,,,,655.00,,80.95,,26.24,,82.76,,3.91,,56.37,,267.06,,0.00,,170.24,,
"LPCR0024","LP730808",8/13/1973 9:30:00,"SCUCLP12",43.90,,,,,,,,,,,,,,,,,,,,,,,,
"LPCR0024","LP730808",8/13/1973 9:30:00,"SCUCLP12",143.20,979.00,8.00,,,,664.00,,82.56,,26.73,,89.20,,4.30,,61.33,,280.51,,0.00,,178.17,,
"LPCR0024","LP730808",8/13/1973 9:30:00,"SCUCLP12",59.40,865.00,8.50,,,,599.00,,76.14,,23.33,,77.70,,3.91,,45.73,,258.41,,11.40,,135.46,,
"LPCR0024","LP730808",8/13/1973 9:30:00,"SCUCLP12",28.90,714.00,8.50,,,,477.00,,61.31,,20.65,,59.77,,3.51,,35.45,,191.17,,7.50,,136.68,,
"LPCR0024","LP730808",8/13/1973 9:30:00,"SCUCLP12",0.20,687.00,8.10,,,,458.00,,60.11,,19.20,,55.17,,3.51,,31.91,,178.68,,0.00,,148.27,,
"LPCR0024","LP730808",8/13/1973 9:30:00,"SCUCLP12",135.60,971.00,8.10,,,,666.00,,82.56,,26.73,,90.12,,3.91,,61.33,,276.66,,0.00,,178.17,,
"LPCR0024","LP730808",8/13/1973 9:30:00,"SCUCLP12",120.30,961.00,8.40,,,,663.00,,82.56,,26.73,,85.52,,3.91,,60.62,,267.06,,14.40,,145.22,,
"LPCR0024","LP730808",8/13/1973 9:30:00,"SCUCLP12",89.90,954.00,8.50,,,,667.00,,82.56,,26.24,,85.52,,4.30,,59.21,,280.51,,14.10,,142.17,,
"LPCR0024","LP730808",8/13/1973 9:30:00,"SCUCLP12",13.70,681.00,8.50,,,,452.00,,60.11,,19.44,,56.55,,3.51,,32.26,,180.60,,8.10,,131.80,,
"LPCR0024","LP730808",8/13/1973 9:30:00,"SCUCLP12",105.10,963.00,8.30,,,,657.00,,82.56,,26.24,,87.36,,4.30,,57.79,,278.58,,12.30,,148.27,,
"LPCR0453","LP730808",8/13/1973 13:00:00,"SCUCLP13",13.70,492.00,7.90,,,,317.00,,48.09,,14.34,,33.33,,2.34,,18.44,,111.43,,0.00,,126.92,,
"LPCR0453","LP730808",8/13/1973 13:00:00,"SCUCLP13",89.90,959.00,8.30,,,,660.00,,83.36,,26.73,,83.68,,3.91,,59.92,,276.66,,11.40,,147.05,,
"LPCR0453","LP730808",8/13/1973 13:00:00,"SCUCLP13",74.60,950.00,8.00,,,,641.00,,83.36,,26.73,,83.68,,3.91,,55.66,,267.06,,0.00,,169.02,,
"LPCR0453","LP730808",8/13/1973 13:00:00,"SCUCLP13",105.10,972.00,8.00,,,,660.00,,82.56,,26.73,,86.44,,3.91,,59.21,,278.58,,0.00,,172.07,,
"LPCR0453","LP730808",8/13/1973 13:00:00,"SCUCLP13",59.40,880.00,8.00,,,,598.00,,78.55,,24.30,,77.24,,3.91,,47.86,,254.57,,0.00,,159.86,,
"LPCR0453","LP730808",8/13/1973 13:00:00,"SCUCLP13",28.90,659.00,8.30,,,,434.00,,58.91,,19.20,,53.79,,3.12,,32.62,,170.99,,7.20,,132.41,,
"LPCR0453","LP730808",8/13/1973 13:00:00,"SCUCLP13",132.50,996.00,8.50,,,,677.00,,84.16,,27.22,,92.87,,3.91,,67.71,,282.43,,9.60,,142.17,,
"LPCR0453","LP730808",8/13/1973 13:00:00,"SCUCLP13",120.30,982.00,8.00,,,,659.00,,82.56,,27.22,,88.28,,3.91,,61.33,,278.58,,0.00,,176.95,,
"LPCR0453","LP730808",8/13/1973 13:00:00,"SCUCLP13",0.20,746.00,8.20,,,,483.00,,60.51,,21.87,,64.37,,3.91,,38.64,,211.34,,0.00,,134.85,,
"LPCR0453","LP730808",8/13/1973 13:00:00,"SCUCLP13",44.10,867.00,8.00,,,,583.00,,75.74,,24.30,,74.94,,3.91,,49.99,,247.84,,0.00,,157.42,,
"LPCR0024","LP730808",8/13/1973 13:45:00,"SCUCLP11",0.00,870.00,8.00,,,,588.00,,74.54,,23.09,,76.32,,3.91,,47.86,,248.80,,0.00,,157.42,,
"LPCR0024","LP730911",9/10/1973 7:15:00,"SCUCLP11",0.00,870.00,7.90,,,,594.00,,76.14,,24.30,,76.32,,3.91,,47.15,,257.45,,0.00,,159.86,,
"LPCR2387","LP730911",9/11/1973 14:15:00,"SCUCLP18",47.50,1090.00,7.90,,,,734.00,,84.16,,32.56,,101.15,,4.69,,69.84,,288.19,,0.00,,200.75,,
"LPCR2387","LP730911",9/11/1973 14:15:00,"SCUCLP18",29.20,858.00,8.20,,,,587.00,,73.74,,25.76,,69.42,,3.51,,53.53,,228.63,,0.00,,166.58,,
"LPCR2387","LP730911",9/11/1973 14:15:00,"SCUCLP18",13.90,893.00,7.80,,,,597.00,,74.54,,25.27,,74.48,,3.91,,56.37,,242.08,,0.00,,157.42,,
"LPCR2387","LP730911",9/11/1973 14:15:00,"SCUCLP18",44.40,988.00,8.20,,,,673.00,,78.55,,28.19,,90.12,,3.91,,64.88,,268.98,,0.00,,187.93,,
"LPCR2387","LP730911",9/11/1973 14:15:00,"SCUCLP18",0.20,893.00,7.70,,,,612.00,,74.54,,25.76,,75.40,,3.91,,57.08,,255.53,,0.00,,154.98,,
"LPCR1692","LP730911",9/12/1973 13:50:00,"SCUCLP17",74.90,1060.00,8.00,,,,732.00,,83.36,,29.65,,100.23,,4.69,,69.84,,288.19,,0.00,,184.88,,
"LPCR1692","LP730911",9/12/1973 13:50:00,"SCUCLP17",59.70,998.00,8.40,,,,684.00,,82.56,,29.16,,95.63,,4.30,,63.46,,282.43,,17.10,,140.34,,
"LPCR1692","LP730911",9/12/1973 13:50:00,"SCUCLP17",0.20,632.00,8.00,,,,405.00,,56.91,,17.74,,48.27,,3.12,,31.55,,160.43,,0.00,,131.19,,
"LPCR1692","LP730911",9/12/1973 13:50:00,"SCUCLP17",44.40,877.00,8.40,,,,603.00,,73.74,,25.03,,73.56,,3.91,,47.86,,248.80,,9.90,,141.56,,
"LPCR1692","LP730911",9/12/1973 13:50:00,"SCUCLP17",29.20,525.00,7.70,,,,346.00,,48.09,,15.31,,37.70,,2.34,,22.34,,123.92,,0.00,,132.41,,
"LPCR1692","LP730911",9/12/1973 13:50:00,"SCUCLP17",14.00,633.00,7.70,,,,420.00,,55.70,,18.47,,49.19,,2.73,,32.26,,166.19,,0.00,,131.19,,
"LPCR1692","LP730911",9/12/1973 13:50:00,"SCUCLP17",87.10,1100.00,7.90,,,,751.00,,84.96,,31.59,,110.35,,4.30,,74.81,,311.25,,0.00,,194.64,,
"LPCR1169","LP730911",9/13/1973 9:00:00,"SCUCLP16",90.20,1010.00,8.00,,,,694.00,,84.96,,28.19,,92.87,,4.69,,63.46,,282.43,,0.00,,180.00,,
"LPCR1169","LP730911",9/13/1973 9:00:00,"SCUCLP16",44.50,852.00,8.00,,,,587.00,,74.54,,23.81,,73.56,,3.91,,45.73,,242.08,,0.00,,159.25,,
"LPCR1169","LP730911",9/13/1973 9:00:00,"SCUCLP16",94.80,1010.00,8.00,,,,692.00,,84.16,,27.22,,91.95,,4.69,,64.88,,292.03,,0.00,,181.83,,
"LPCR1169","LP730911",9/13/1973 9:00:00,"SCUCLP16",74.90,968.00,8.20,,,,668.00,,83.36,,27.22,,88.28,,4.30,,59.21,,276.66,,0.00,,175.73,,
"LPCR1169","LP730911",9/13/1973 9:00:00,"SCUCLP16",29.20,546.00,8.00,,,,356.00,,50.69,,16.52,,40.23,,2.73,,24.46,,130.65,,0.00,,134.24,,
"LPCR1169","LP730911",9/13/1973 9:00:00,"SCUCLP16",59.70,874.00,8.40,,,,601.00,,75.74,,24.30,,75.86,,4.30,,48.57,,243.04,,7.50,,142.17,,
"LPCR1169","LP730911",9/13/1973 9:00:00,"SCUCLP16",14.00,552.00,8.00,,,,358.00,,51.09,,15.79,,39.77,,2.73,,24.46,,135.45,,0.00,,126.30,,
"LPCR1169","LP730911",9/13/1973 9:00:00,"SCUCLP16",0.30,513.00,8.10,,,,324.00,,46.89,,15.19,,35.86,,2.73,,21.27,,124.40,,0.00,,122.64,,
"LPSJR193","LP730911",9/13/1973 10:10:00,"SCUCLP15",59.70,969.00,7.90,,,,672.00,,90.57,,25.76,,83.68,,4.30,,34.39,,309.32,,0.00,,172.07,,
"LPSJR193","LP730911",9/13/1973 10:10:00,"SCUCLP15",87.10,973.00,8.30,,,,661.00,,83.36,,27.22,,86.44,,4.30,,55.66,,286.27,,5.10,,149.49,,
"LPSJR193","LP730911",9/13/1973 10:10:00,"SCUCLP15",74.90,972.00,7.90,,,,660.00,,86.56,,26.24,,85.52,,3.91,,45.02,,295.88,,0.00,,176.95,,
"LPSJR193","LP730911",9/13/1973 10:10:00,"SCUCLP15",44.50,844.00,7.90,,,,575.00,,79.35,,24.06,,66.67,,3.91,,30.84,,260.33,,0.00,,158.64,,
