"Lab.Maj","Cond","pH","TSS","TSS_flg","TDS","TDS_flg","Ca","Ca_flg","Mg","Mg_flg","Na","Na_flg","K","K_flg","CO3","CO3_flg","HCO3","HCO3_flg","Alkalinity","Alkalinity_flg","Cl","Cl_flg","SO4","SO4_flg","SiO2","SiO2_flg","Fe","Fe_flg"
"B-12986",639.00,7.70,,,426.00,,54.90,,19.20,,52.41,,3.12,,0.00,,131.80,,,,34.74,,167.15,,,,,
"B-12987",638.00,8.20,,,421.00,,54.90,,19.68,,52.87,,3.12,,0.00,,134.24,,,,36.87,,173.88,,,,,
"B-12988",805.00,8.30,,,548.00,,67.73,,23.09,,68.96,,3.91,,10.20,,133.02,,,,46.44,,223.83,,,,,
"B-12989",818.00,8.40,,,562.00,,71.33,,23.33,,69.88,,3.91,,11.40,,131.19,,,,45.02,,235.36,,,,,
"B-12990",900.00,8.40,,,613.00,,75.34,,25.76,,77.24,,4.69,,15.00,,131.19,,,,54.24,,255.53,,,,,
"B-12991",906.00,8.30,,,614.00,,70.53,,26.73,,83.68,,4.69,,10.50,,126.30,,,,62.04,,257.45,,,,,
"B-12992",934.00,8.40,,,640.00,,77.75,,27.22,,85.52,,4.69,,14.70,,139.73,,,,62.04,,265.14,,,,,
"B-12993",958.00,8.40,,,656.00,,77.75,,27.22,,84.60,,4.69,,14.40,,140.34,,,,63.46,,263.21,,,,,
"B-12994",755.00,8.30,,,518.00,,65.32,,21.38,,62.07,,3.91,,10.20,,106.78,,,,30.49,,237.28,,,,,
"B-12995",768.00,8.30,,,531.00,,66.93,,21.38,,64.83,,3.91,,10.20,,107.39,,,,31.20,,248.80,,,,,
"B-12996",729.00,8.00,,,493.00,,66.52,,20.17,,58.85,,3.12,,0.00,,142.78,,,,26.94,,218.06,,,,,
"B-12997",790.00,7.90,,,539.00,,71.74,,21.38,,62.53,,3.91,,0.00,,154.98,,,,30.49,,235.36,,,,,
"B-12998",899.00,7.90,,,610.00,,76.95,,25.27,,78.16,,3.12,,0.00,,161.69,,,,48.57,,263.21,,,,,
"B-12999",922.00,8.30,,,632.00,,77.75,,26.73,,82.76,,4.69,,14.10,,139.12,,,,55.66,,259.37,,,,,
"B-13000",626.00,8.00,,,408.00,,53.30,,19.20,,49.65,,3.12,,0.00,,129.97,,,,35.45,,163.31,,,,,
"B-13001",629.00,7.80,,,406.00,,53.70,,18.95,,50.11,,3.12,,0.00,,128.75,,,,35.45,,162.35,,,,,
"B-13002",626.00,8.10,,,407.00,,53.70,,18.95,,49.65,,3.12,,0.00,,128.75,,,,34.03,,164.27,,,,,
"B-13003",852.00,8.20,,,562.00,,72.14,,24.79,,73.10,,3.91,,0.00,,156.81,,,,51.41,,235.36,,,,,
"B-13004",901.00,8.40,,,601.00,,75.34,,25.76,,80.92,,4.69,,7.50,,141.56,,,,57.79,,249.77,,,,,
"B-13005",932.00,8.40,,,618.00,,76.14,,26.73,,84.60,,4.69,,16.20,,136.07,,,,62.04,,261.29,,,,,
"B-13006",939.00,8.30,,,623.00,,76.95,,26.73,,83.68,,4.69,,13.20,,140.34,,,,62.75,,261.29,,,,,
"B-13007",697.00,8.00,,,458.00,,59.31,,20.41,,55.17,,3.12,,0.00,,133.02,,,,39.00,,185.40,,,,,
"B-13008",787.00,7.90,,,525.00,,66.12,,24.06,,64.83,,3.12,,0.00,,140.95,,,,45.73,,218.06,,,,,
"B-13009",843.00,7.90,,,565.00,,69.33,,24.79,,73.56,,3.91,,0.00,,158.03,,,,51.41,,229.59,,,,,
"B-13010",932.00,7.90,,,616.00,,74.54,,26.24,,82.76,,4.69,,0.00,,169.02,,,,59.21,,249.77,,,,,
"B-13011",929.00,8.20,,,632.00,,76.95,,26.73,,85.52,,4.69,,0.00,,168.41,,,,65.59,,247.84,,,,,
"B-13012",958.00,7.80,,,649.00,,78.55,,26.73,,87.36,,4.69,,0.00,,172.68,,,,59.92,,265.14,,,,,
"B-13013",1020.00,8.00,,,706.00,,84.16,,31.59,,89.20,,4.69,,0.00,,150.71,,,,64.88,,307.40,,,,,
"B-13014",1030.00,8.00,,,734.00,,86.56,,32.08,,90.12,,4.69,,0.00,,157.42,,,,64.88,,311.25,,,,,
"B-13015",1260.00,8.00,,,910.00,,111.41,,38.40,,108.51,,4.69,,0.00,,190.98,,,,74.81,,401.55,,,,,
"B-13016",972.00,8.10,,,666.00,,79.35,,27.70,,89.20,,4.69,,0.00,,182.44,,,,62.75,,265.14,,,,,
"B-13017",840.00,7.90,,,577.00,,70.93,,24.06,,71.72,,3.91,,0.00,,153.15,,,,47.86,,235.36,,,,,
"B-13018",795.00,8.20,,,539.00,,59.31,,24.06,,70.80,,3.91,,0.00,,131.80,,,,47.86,,223.83,,,,,
"B-13019",794.00,8.00,,,538.00,,59.31,,24.06,,71.72,,3.91,,0.00,,126.92,,,,46.44,,222.87,,,,,
"B-13020",805.00,7.70,,,535.00,,67.73,,22.84,,68.51,,3.91,,0.00,,148.88,,,,44.32,,214.22,,,,,
"B-13021",819.00,7.80,,,532.00,,72.14,,23.33,,69.42,,3.91,,0.00,,151.32,,,,43.25,,235.36,,,,,
"B-13022",955.00,7.80,,,651.00,,83.36,,26.73,,85.52,,4.69,,0.00,,164.14,,,,60.62,,265.14,,,,,
"B-13023",967.00,8.30,,,647.00,,83.36,,27.22,,87.36,,4.69,,6.90,,144.00,,,,59.92,,284.35,,,,,
"B-13024",972.00,8.20,,,644.00,,83.36,,27.22,,86.44,,4.69,,0.00,,167.19,,,,59.92,,272.82,,,,,
"B-13025",967.00,7.90,,,642.00,,82.56,,27.22,,86.44,,4.69,,0.00,,166.58,,,,59.92,,282.43,,,,,
"B-13026",967.00,7.90,,,639.00,,83.36,,27.22,,85.52,,4.69,,0.00,,167.19,,,,61.33,,272.82,,,,,
"B-13027",962.00,8.10,,,652.00,,84.16,,27.22,,85.52,,4.69,,0.00,,168.41,,,,62.04,,280.51,,,,,
"B-13222",759.00,8.00,,,506.00,,62.52,,22.11,,64.37,,3.91,,0.00,,143.39,,,,46.44,,202.69,,,,,
"B-13223",759.00,7.90,,,502.00,,62.52,,22.11,,63.91,,3.91,,0.00,,140.34,,,,44.32,,203.65,,,,,
"B-13224",761.00,8.20,,,502.00,,62.12,,22.36,,64.37,,3.91,,0.00,,140.95,,,,43.25,,206.54,,,,,
"B-13225",799.00,8.30,,,533.00,,70.13,,22.60,,67.59,,3.91,,11.40,,129.36,,,,44.32,,219.99,,,,,
"B-13226",863.00,8.30,,,583.00,,76.14,,23.33,,75.86,,3.91,,12.60,,132.41,,,,49.28,,250.73,,,,,
"B-13227",909.00,8.30,,,616.00,,79.35,,24.79,,80.92,,4.69,,8.40,,142.78,,,,53.53,,257.45,,,,,
"B-13228",922.00,8.40,,,634.00,,80.15,,26.24,,81.84,,4.69,,15.30,,131.19,,,,55.66,,272.82,,,,,
"B-13229",947.00,8.20,,,644.00,,81.75,,26.24,,83.68,,4.69,,0.00,,165.97,,,,57.79,,267.06,,,,,
"B-13230",951.00,8.00,,,639.00,,81.75,,25.76,,83.68,,4.69,,0.00,,164.75,,,,56.37,,267.06,,,,,
"B-13231",932.00,8.30,,,642.00,,80.95,,26.24,,82.76,,4.69,,13.80,,136.68,,,,61.33,,265.14,,,,,
"B-13232",1020.00,8.30,,,726.00,,91.37,,29.65,,87.36,,4.69,,12.90,,131.80,,,,59.92,,324.69,,,,,
"B-13233",1030.00,8.10,,,723.00,,92.17,,29.65,,87.36,,4.69,,0.00,,157.42,,,,59.92,,309.32,,,,,
"B-13234",1030.00,8.30,,,720.00,,91.37,,29.16,,88.28,,4.69,,12.60,,133.02,,,,59.21,,324.69,,,,,
"B-13235",1060.00,8.40,,,751.00,,92.98,,31.59,,92.87,,4.69,,14.70,,148.27,,,,62.75,,317.01,,,,,
"B-13236",1070.00,8.30,,,762.00,,92.17,,32.08,,94.71,,4.69,,14.10,,159.25,,,,60.62,,318.93,,,,,
"B-13237",939.00,8.40,,,655.00,,81.75,,27.22,,79.08,,4.69,,11.70,,133.02,,,,54.24,,284.35,,,,,
"B-13238",943.00,8.30,,,650.00,,80.95,,26.73,,78.16,,4.69,,10.50,,133.02,,,,54.24,,268.98,,,,,
"B-13239",924.00,8.00,,,644.00,,81.75,,26.73,,76.32,,4.69,,0.00,,151.93,,,,53.53,,278.58,,,,,
"B-13240",1140.00,8.30,,,828.00,,107.40,,31.11,,98.39,,4.69,,12.30,,142.17,,,,58.50,,374.65,,,,,
"B-13241",1080.00,7.90,,,767.00,,98.59,,29.65,,92.87,,4.69,,0.00,,172.07,,,,60.62,,326.62,,,,,
"B-13242",966.00,7.60,,,647.00,,84.96,,26.24,,88.28,,4.69,,0.00,,166.58,,,,59.92,,276.66,,,,,
"B-13243",960.00,8.30,,,639.00,,85.76,,26.24,,86.44,,4.69,,16.80,,132.41,,,,58.50,,276.66,,,,,
"B-13244",723.00,8.30,,,469.00,,65.32,,21.14,,57.01,,3.91,,15.00,,109.22,,,,37.58,,196.93,,,,,
"B-13245",717.00,8.20,,,467.00,,64.92,,20.90,,57.47,,3.91,,0.00,,141.56,,,,38.29,,198.85,,,,,
"B-13246",732.00,8.40,,,489.00,,64.92,,20.90,,57.93,,3.91,,9.60,,120.20,,,,40.42,,196.93,,,,,
"B-13247",901.00,8.30,,,592.00,,76.14,,26.24,,80.92,,4.69,,15.00,,131.80,,,,54.95,,261.29,,,,,
"B-13248",892.00,8.40,,,584.00,,75.34,,25.27,,80.92,,4.69,,17.70,,126.30,,,,56.37,,247.84,,,,,
"B-13249",903.00,8.40,,,606.00,,76.95,,24.30,,81.84,,4.69,,10.20,,140.95,,,,55.66,,261.29,,,,,
"B-13250",907.00,8.30,,,590.00,,76.14,,24.79,,80.92,,4.69,,11.10,,138.51,,,,53.53,,249.77,,,,,
"B-13251",928.00,8.00,,,628.00,,79.35,,25.27,,82.76,,4.69,,0.00,,167.80,,,,56.37,,261.29,,,,,
"B-13252",707.00,8.20,,,461.00,,61.31,,20.41,,58.39,,3.12,,0.00,,136.68,,,,36.16,,191.17,,,,,
"B-13253",713.00,8.20,,,470.00,,61.31,,20.41,,58.39,,3.12,,0.00,,138.51,,,,38.29,,190.21,,,,,
"B-13254",711.00,8.20,,,468.00,,60.91,,20.41,,58.85,,3.12,,0.00,,138.51,,,,39.00,,190.21,,,,,
"B-13255",777.00,8.30,,,513.00,,67.33,,20.90,,66.67,,3.91,,8.70,,124.47,,,,39.00,,220.95,,,,,
"B-13256",886.00,8.20,,,596.00,,75.34,,24.30,,78.16,,3.91,,0.00,,159.86,,,,51.41,,244.00,,,,,
"B-13257",901.00,8.40,,,609.00,,76.74,,23.81,,82.76,,4.69,,18.60,,123.25,,,,52.12,,261.29,,,,,
"B-13258",919.00,8.00,,,622.00,,77.75,,24.79,,83.68,,4.69,,0.00,,161.08,,,,53.53,,265.14,,,,,
"B-13259",940.00,8.40,,,637.00,,80.95,,25.76,,84.60,,4.69,,12.00,,144.61,,,,56.37,,265.14,,,,,
"B-13260",936.00,8.30,,,635.00,,80.15,,25.76,,84.60,,4.69,,12.30,,135.46,,,,55.66,,268.98,,,,,
"B-13261",752.00,8.30,,,505.00,,66.12,,18.71,,65.29,,3.91,,9.90,,115.32,,,,30.49,,224.79,,,,,
"B-13262",745.00,8.10,,,497.00,,66.52,,18.95,,64.83,,3.91,,0.00,,134.85,,,,26.94,,224.79,,,,,
"B-13263",745.00,8.20,,,499.00,,66.52,,18.71,,64.83,,3.91,,0.00,,134.24,,,,27.65,,224.79,,,,,
"B-13264",805.00,8.20,,,568.00,,75.74,,17.98,,74.02,,3.91,,0.00,,136.68,,,,21.27,,268.02,,,,,
"B-13265",857.00,8.30,,,568.00,,75.34,,21.63,,76.32,,3.91,,9.90,,131.19,,,,44.32,,253.61,,,,,
"B-13266",895.00,8.30,,,592.00,,76.54,,24.06,,80.00,,3.91,,16.80,,124.47,,,,52.82,,244.96,,,,,
"B-13267",895.00,8.30,,,594.00,,76.95,,23.81,,79.54,,3.91,,11.40,,137.90,,,,53.53,,257.45,,,,,
"B-13268",797.00,8.30,,,522.00,,62.92,,23.57,,69.42,,3.91,,9.90,,118.98,,,,47.15,,222.87,,,,,
"B-13269",794.00,8.30,,,531.00,,62.92,,23.33,,70.34,,3.91,,9.60,,118.98,,,,47.86,,223.83,,,,,
"B-13270",801.00,7.90,,,526.00,,62.12,,23.09,,70.80,,3.91,,0.00,,137.90,,,,48.57,,224.79,,,,,
"B-13271",828.00,8.30,,,552.00,,65.72,,23.57,,70.80,,3.91,,12.30,,112.27,,,,47.86,,234.40,,,,,
"B-13272",872.00,8.30,,,596.00,,74.94,,24.54,,74.94,,3.91,,12.90,,130.58,,,,49.99,,246.88,,,,,
"B-13273",956.00,8.20,,,645.00,,81.75,,25.76,,84.60,,4.69,,0.00,,164.75,,,,57.08,,276.66,,,,,
"B-13274",951.00,8.40,,,649.00,,81.75,,25.76,,85.52,,4.69,,14.70,,134.24,,,,59.92,,274.74,,,,,
"B-13275",957.00,8.40,,,654.00,,80.95,,25.76,,85.52,,4.69,,12.60,,136.68,,,,59.21,,268.98,,,,,
"B-13276",960.00,7.90,,,651.00,,80.15,,25.27,,84.60,,4.69,,0.00,,167.80,,,,59.92,,278.58,,,,,
"B-13277",979.00,8.30,,,652.00,,80.95,,25.76,,86.44,,4.69,,12.30,,140.95,,,,59.21,,272.82,,,,,
"B-13278",1200.00,8.00,,,817.00,,128.25,,35.48,,94.71,,6.25,,0.00,,435.66,,,,50.70,,245.92,,,,,
"B-13279",840.00,8.00,,,564.00,,70.53,,23.33,,73.56,,4.69,,0.00,,151.32,,,,47.86,,230.55,,,,,
"B-13419",780.00,8.00,,,507.00,,64.52,,23.33,,65.29,,3.91,,0.00,,144.61,,,,45.73,,212.30,,,,,
"B-13420",777.00,8.40,,,511.00,,64.92,,23.09,,65.75,,3.91,,4.80,,122.03,,,,45.02,,216.14,,,,,
"B-13421",778.00,8.40,,,514.00,,64.92,,23.33,,65.75,,3.91,,9.90,,122.03,,,,44.32,,214.22,,,,,
"B-13422",780.00,8.40,,,513.00,,63.72,,23.09,,65.29,,3.91,,11.70,,120.20,,,,45.02,,214.22,,,,,
"B-13423",903.00,8.20,,,611.00,,76.14,,24.30,,80.00,,4.69,,0.00,,162.30,,,,52.12,,249.77,,,,,
"B-13424",899.00,8.40,,,622.00,,76.95,,24.30,,79.08,,4.69,,12.60,,134.24,,,,52.82,,265.14,,,,,
"B-13425",928.00,8.50,,,637.00,,80.15,,25.76,,79.08,,4.69,,12.30,,139.12,,,,56.37,,265.14,,,,,
"B-13426",945.00,8.20,,,637.00,,80.15,,26.24,,81.84,,4.69,,0.00,,164.14,,,,57.08,,267.06,,,,,
"B-13427",934.00,8.40,,,648.00,,80.95,,26.24,,80.92,,4.69,,11.70,,140.95,,,,57.79,,267.06,,,,,
"B-13428",945.00,8.50,,,646.00,,79.35,,26.24,,80.92,,4.69,,13.80,,137.90,,,,57.79,,267.06,,,,,
"B-13429",770.00,8.30,,,520.00,,63.72,,22.11,,62.53,,3.91,,11.40,,118.98,,,,41.13,,213.26,,,,,
"B-13430",773.00,8.40,,,524.00,,64.92,,22.36,,63.91,,3.91,,12.60,,118.98,,,,42.54,,212.30,,,,,
"B-13431",776.00,8.40,,,517.00,,64.92,,22.36,,59.77,,3.91,,13.80,,115.93,,,,41.83,,214.22,,,,,
"B-13432",773.00,8.10,,,517.00,,63.72,,21.87,,61.15,,3.91,,0.00,,142.17,,,,41.13,,212.30,,,,,
"B-13433",1030.00,8.40,,,719.00,,88.97,,29.16,,89.20,,4.69,,13.50,,144.61,,,,59.92,,305.48,,,,,
"B-13434",982.00,8.30,,,671.00,,85.76,,27.22,,86.44,,4.69,,9.90,,144.61,,,,58.50,,286.27,,,,,
"B-13435",939.00,8.20,,,627.00,,79.35,,25.76,,83.68,,4.69,,0.00,,162.30,,,,57.79,,265.14,,,,,
"B-13436",943.00,8.40,,,634.00,,80.95,,25.76,,84.60,,4.69,,12.60,,139.12,,,,56.37,,263.21,,,,,
"B-13437",948.00,8.50,,,636.00,,80.95,,25.76,,83.68,,4.69,,11.70,,138.51,,,,56.37,,267.06,,,,,
"B-13438",1030.00,8.50,,,708.00,,91.37,,29.65,,87.36,,4.69,,15.00,,132.41,,,,59.21,,326.62,,,,,
"B-13439",1030.00,8.50,,,716.00,,91.37,,29.65,,88.28,,4.69,,11.70,,136.68,,,,60.62,,317.01,,,,,
"B-13440",1030.00,8.50,,,705.00,,92.17,,30.13,,87.36,,4.69,,12.60,,136.07,,,,59.92,,317.01,,,,,
"B-13441",1040.00,8.40,,,718.00,,90.57,,31.11,,90.12,,4.69,,12.00,,150.10,,,,64.17,,305.48,,,,,
"B-13442",1040.00,8.40,,,709.00,,89.77,,30.62,,90.12,,4.69,,15.00,,145.83,,,,64.17,,297.80,,,,,
"B-13443",941.00,8.50,,,644.00,,83.36,,27.22,,80.00,,4.69,,12.00,,131.80,,,,54.95,,280.51,,,,,
"B-13444",941.00,8.50,,,647.00,,84.16,,27.70,,80.00,,4.69,,12.60,,130.58,,,,55.66,,282.43,,,,,
"B-13445",948.00,8.50,,,653.00,,83.36,,27.22,,80.00,,4.69,,12.60,,131.19,,,,54.95,,282.43,,,,,
"B-13446",939.00,8.50,,,650.00,,81.75,,27.22,,78.16,,4.69,,11.40,,131.19,,,,52.82,,274.74,,,,,
"B-13447",962.00,8.40,,,649.00,,75.34,,29.16,,86.44,,4.69,,9.90,,112.27,,,,57.79,,299.72,,,,,
"B-13448",1050.00,8.50,,,722.00,,88.97,,31.59,,92.87,,4.69,,12.60,,139.12,,,,62.75,,309.32,,,,,
"B-13449",1060.00,8.50,,,730.00,,89.77,,32.56,,94.71,,4.69,,14.10,,142.17,,,,63.46,,315.09,,,,,
"B-13450",781.00,8.40,,,518.00,,65.72,,22.36,,65.29,,3.91,,12.60,,120.20,,,,42.54,,211.34,,,,,
"B-13451",781.00,8.40,,,517.00,,63.72,,21.63,,64.83,,3.91,,8.40,,130.58,,,,40.42,,212.30,,,,,
"B-13452",787.00,8.50,,,524.00,,66.12,,22.60,,67.59,,3.91,,9.00,,128.14,,,,42.54,,217.10,,,,,
"B-13453",807.00,8.40,,,545.00,,67.33,,22.84,,70.34,,3.91,,7.20,,131.80,,,,42.54,,230.55,,,,,
"B-13454",1070.00,8.40,,,755.00,,90.57,,31.59,,94.71,,4.69,,9.90,,148.88,,,,62.04,,307.40,,,,,
"B-13455",1020.00,8.40,,,712.00,,87.37,,29.65,,90.12,,4.69,,15.00,,140.34,,,,57.79,,307.40,,,,,
"B-13456",876.00,8.40,,,592.00,,62.52,,25.52,,80.92,,3.91,,14.40,,93.36,,,,54.95,,255.53,,,,,
"B-13457",912.00,8.50,,,624.00,,75.34,,25.76,,82.76,,4.69,,17.10,,129.36,,,,54.24,,255.53,,,,,
"B-13458",797.00,8.50,,,542.00,,68.93,,19.44,,68.05,,3.91,,17.70,,98.85,,,,28.36,,249.77,,,,,
"B-13459",795.00,8.50,,,541.00,,69.33,,19.68,,68.51,,3.91,,11.40,,114.10,,,,27.65,,245.92,,,,,
"B-13460",797.00,8.50,,,545.00,,68.93,,19.44,,68.05,,3.91,,13.50,,110.44,,,,27.65,,244.00,,,,,
"B-13461",797.00,8.50,,,534.00,,69.73,,19.93,,68.05,,3.91,,13.80,,110.44,,,,29.78,,245.92,,,,,
"B-13462",870.00,8.50,,,600.00,,79.75,,22.60,,72.64,,3.91,,13.50,,123.86,,,,26.23,,281.47,,,,,
"B-13463",888.00,8.60,,,605.00,,74.94,,23.57,,77.24,,3.91,,18.60,,120.81,,,,47.86,,255.53,,,,,
"B-13464",907.00,8.10,,,614.00,,75.34,,24.79,,80.92,,4.69,,0.00,,159.25,,,,50.70,,257.45,,,,,
"B-13465",804.00,8.50,,,533.00,,63.72,,23.57,,69.42,,3.91,,11.40,,116.54,,,,45.73,,223.83,,,,,
"B-13466",805.00,8.60,,,531.00,,63.32,,23.57,,68.96,,3.91,,15.30,,112.27,,,,45.73,,223.83,,,,,
"B-13467",804.00,8.60,,,537.00,,63.72,,23.33,,69.42,,3.91,,11.10,,117.76,,,,45.02,,224.79,,,,,
"B-13468",810.00,8.60,,,545.00,,64.52,,23.81,,68.96,,3.91,,13.80,,111.66,,,,45.73,,223.83,,,,,
"B-13469",884.00,8.60,,,607.00,,73.74,,24.30,,77.24,,3.91,,15.00,,126.30,,,,49.99,,245.92,,,,,
"B-13470",923.00,8.60,,,623.00,,75.34,,25.76,,80.00,,4.69,,14.10,,132.41,,,,53.53,,261.29,,,,,
"B-13471",954.00,8.60,,,653.00,,78.55,,26.73,,84.60,,4.69,,15.60,,135.46,,,,55.66,,272.82,,,,,
"B-13472",952.00,8.60,,,652.00,,78.55,,26.73,,82.76,,4.69,,13.80,,137.90,,,,55.66,,267.06,,,,,
"B-13473",954.00,8.20,,,653.00,,78.55,,26.73,,83.68,,4.69,,0.00,,167.19,,,,54.95,,274.74,,,,,
"B-13474",939.00,8.20,,,636.00,,72.94,,25.76,,84.60,,4.69,,0.00,,148.27,,,,55.66,,265.14,,,,,
"B-13475",965.00,8.20,,,643.00,,82.56,,24.79,,83.68,,4.69,,0.00,,165.36,,,,57.08,,268.98,,,,,
"B-13476",841.00,8.20,,,558.00,,72.14,,23.33,,74.48,,4.69,,0.00,,151.32,,,,48.57,,245.92,,,,,
"B-1467",1020.00,7.80,,,694.00,,81.96,,27.10,,91.95,,4.30,,0.00,,173.90,,,,70.91,,268.02,,,,,
"B-1468",1020.00,7.80,,,693.00,,82.56,,27.95,,91.95,,4.30,,0.00,,170.24,,,,70.20,,276.66,,,,,
"B-1469",994.00,7.80,,,694.00,,82.56,,26.24,,91.95,,4.30,,0.00,,169.02,,,,68.78,,272.82,,,,,
"B-1470",985.00,7.80,,,691.00,,83.96,,25.03,,91.95,,4.30,,0.00,,167.80,,,,68.78,,272.34,,,,,
"B-1471",990.00,8.40,,,691.00,,81.96,,26.24,,91.03,,4.30,,9.30,,156.81,,,,72.32,,259.37,,,,,
"B-1472",882.00,8.00,,,602.00,,74.34,,22.48,,77.47,,3.51,,0.00,,151.32,,,,48.92,,247.84,,,,,
"B-1473",790.00,7.90,,,537.00,,68.13,,20.41,,67.13,,3.51,,0.00,,145.22,,,,40.06,,219.99,,,,,
"B-1474",731.00,8.30,,,501.00,,59.91,,19.56,,63.22,,3.51,,1.80,,124.47,,,,37.58,,205.58,,,,,
"B-1475",731.00,8.10,,,497.00,,59.91,,19.93,,63.22,,3.51,,2.40,,123.25,,,,37.23,,207.50,,,,,
"B-1476",758.00,7.80,,,508.00,,63.32,,20.78,,63.22,,3.51,,0.00,,136.68,,,,38.64,,210.38,,,,,
"B-1603",1010.00,7.80,,,686.00,,83.16,,30.62,,92.41,,3.91,,0.00,,175.73,,,,68.07,,287.71,,,,,
"B-1604",1010.00,7.80,,,686.00,,82.36,,30.13,,93.79,,3.91,,0.00,,173.29,,,,70.20,,285.79,,,,,
"B-1605",1010.00,7.80,,,684.00,,83.76,,30.13,,93.79,,3.91,,0.00,,172.07,,,,70.20,,290.11,,,,,
"B-1606",1010.00,7.80,,,688.00,,83.76,,28.92,,92.87,,3.12,,0.00,,172.07,,,,66.65,,287.23,,,,,
"B-1607",996.00,7.80,,,682.00,,81.75,,29.28,,91.03,,3.91,,0.00,,169.02,,,,64.52,,286.27,,,,,
"B-1608",923.00,8.00,,,632.00,,80.35,,26.49,,82.30,,3.12,,0.00,,158.64,,,,54.60,,274.26,,,,,
"B-1609",787.00,7.90,,,534.00,,69.53,,23.09,,66.67,,3.12,,0.00,,147.05,,,,38.64,,232.95,,,,,
"B-1610",750.00,8.40,,,513.00,,61.31,,23.57,,64.37,,3.12,,6.60,,120.20,,,,39.35,,219.99,,,,,
"B-1611",736.00,8.30,,,501.00,,60.71,,22.36,,63.22,,3.12,,6.30,,120.81,,,,37.93,,213.26,,,,,
"B-1612",1020.00,7.70,,,694.00,,83.76,,27.70,,94.25,,4.30,,0.00,,172.07,,,,71.61,,280.03,,,,,
"B-1613",1000.00,7.70,,,689.00,,83.16,,28.55,,92.64,,4.30,,0.00,,170.85,,,,71.61,,279.55,,,,,
"B-1614",970.00,7.80,,,661.00,,81.15,,28.07,,88.05,,3.91,,0.00,,165.97,,,,63.81,,277.14,,,,,
"B-1615",881.00,7.80,,,601.00,,74.94,,29.28,,80.23,,3.91,,0.00,,156.81,,,,54.60,,270.42,,,,,
"B-1616",746.00,7.90,,,501.00,,61.92,,23.57,,62.53,,3.51,,0.00,,151.32,,,,40.06,,203.17,,,,,
"B-1617",750.00,8.10,,,511.00,,64.72,,25.15,,62.53,,3.12,,0.00,,140.95,,,,42.90,,219.99,,,,,
"B-1618",759.00,8.00,,,511.00,,64.12,,23.94,,62.53,,3.12,,0.00,,139.12,,,,42.90,,215.18,,,,,
"B-1619",980.00,7.70,,,668.00,,81.75,,27.70,,91.49,,3.91,,0.00,,172.07,,,,60.98,,283.39,,,,,
"B-1620",878.00,7.80,,,605.00,,81.75,,20.65,,77.24,,3.51,,0.00,,155.59,,,,42.90,,262.73,,,,,
"B-1621",604.00,7.80,,,418.00,,62.72,,16.89,,44.14,,2.73,,0.00,,137.29,,,,16.31,,182.52,,,,,
"B-1622",814.00,8.10,,,580.00,,75.54,,21.87,,71.26,,3.51,,0.00,,128.14,,,,23.75,,287.71,,,,,
"B-1623",814.00,8.10,,,579.00,,74.94,,21.51,,71.49,,3.51,,0.00,,127.53,,,,23.04,,286.75,,,,,
"B-1624",1030.00,7.80,,,703.00,,81.15,,30.62,,98.39,,4.30,,0.00,,175.73,,,,69.49,,293.95,,,,,
"B-1625",952.00,7.70,,,654.00,,75.54,,30.13,,91.49,,3.91,,0.00,,166.58,,,,60.27,,283.39,,,,,
"B-1626",1350.00,8.00,,,972.00,,113.82,,43.38,,123.22,,5.86,,0.00,,184.27,,,,91.82,,439.49,,,,,
"B-1627",1070.00,8.20,,,755.00,,89.17,,33.05,,98.39,,4.30,,0.00,,161.69,,,,77.29,,323.25,,,,,
"B-1628",1070.00,8.20,,,754.00,,89.97,,32.69,,97.47,,4.69,,0.00,,158.64,,,,75.87,,326.62,,,,,
"B-1629",1470.00,8.00,,,1070.00,,121.23,,49.21,,136.78,,5.47,,0.00,,195.86,,,,99.62,,488.48,,,,,
"B-1630",1350.00,8.30,,,975.00,,110.41,,44.23,,127.59,,5.86,,4.80,,176.95,,,,98.20,,433.25,,,,,
"B-1631",1370.00,8.30,,,984.00,,111.01,,45.81,,127.59,,5.47,,3.30,,180.00,,,,100.33,,437.57,,,,,
"B-1632",1000.00,7.70,,,700.00,,83.76,,25.15,,96.78,,4.30,,0.00,,169.63,,,,69.49,,280.03,,,,,
"B-1633",1010.00,7.60,,,697.00,,82.36,,27.70,,96.55,,4.30,,0.00,,169.63,,,,70.20,,285.31,,,,,
"B-1634",950.00,7.70,,,656.00,,77.75,,26.49,,95.63,,3.91,,0.00,,164.14,,,,68.78,,273.30,,,,,
"B-1635",710.00,7.70,,,486.00,,64.72,,23.09,,53.79,,3.51,,0.00,,153.15,,,,35.10,,195.01,,,,,
"B-1636",745.00,7.90,,,494.00,,66.12,,21.51,,58.39,,3.91,,0.00,,142.78,,,,44.32,,197.89,,,,,
"B-1637",742.00,7.90,,,509.00,,65.32,,22.36,,59.31,,3.91,,0.00,,144.61,,,,40.77,,204.62,,,,,
"B-1638",1010.00,7.70,,,706.00,,83.16,,30.62,,92.18,,4.30,,0.00,,172.07,,,,69.49,,288.67,,,,,
"B-1639",1010.00,7.80,,,700.00,,82.36,,30.62,,94.94,,4.30,,0.00,,171.46,,,,68.07,,294.92,,,,,
